name;address;visit_duration;long;lat;category_slug;shortdescription;longdescription;contact;opening;tarif;illustration
Bel Ami;{'postalCode': '69001', 'streetAddress': '34 rue Sergent Blandan', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,830235;45,768699;bars;Bistrot à vins qui propose une belle sélection de vignerons passionnés et passionnants.;;[{'Téléphone': '09 87 14 20 50'}, {'Mél': 'info@bistrotbelami.fr'}, {'Page facebook': 'https://www.facebook.com/bistrotbelami/'}];Ouvert du mar. au sam. de 12h à 14h et de 19h à 23h.  Annulé ou fermé en raison du Covid-19.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/81/5919023.jpg', 'taille': 75327, 'hauteur': 960, 'largeur': 608, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/47/81/5919023-fiche.jpg'}]
Le Comptoir Cecil Bar;{'postalCode': '69002', 'streetAddress': '21 rue Gasparin', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};30;4,833433;45,758998;bars;En plein centre-ville, sur la presqu’île à 2 pas de la place Bellecour, découvrez un restaurant à l’ambiance chaleureuse et à la décoration cosy.;Entre la Place des Jacobins et la Place Bellecour, dans les cuisines du Comptoir Cecil, la cheffe Rosie et ses équipes s’activent.    Au menu ? Des plats gourmands tout au long de la journée, méli-mélo gustatif, riches en saveurs et délicats au goût. Le Comptoir Cecil, c’est une cuisine généreuse, préparée avec l’amour du métier et de bons produits.    À table ? Il y fait bon vivre et on y fait bien à manger.;[{'Téléphone': '04 78 42 58 95'}, {'Mél': 'contact@comptoircecil.fr'}, {'Site web (URL)': 'https://comptoircecil.com/'}, {'Page facebook': 'https://www.facebook.com/LeComptoirCecil/'}];Toute l'année, tous les lundis, mardis, mercredis, jeudis et vendredis de 6h30 à 22h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/221/255/16187357.jpg', 'taille': 4298011, 'hauteur': 2000, 'largeur': 3000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/221/255/16187357-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/222/255/16187358.jpg', 'taille': 4698160, 'hauteur': 2000, 'largeur': 3000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/222/255/16187358-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/224/255/16187360.jpg', 'taille': 3985455, 'hauteur': 3000, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/224/255/16187360-fiche.jpg'}]
Le Dôme;{'postalCode': '69002', 'streetAddress': '20 quai Jules Courmont', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};30;4,836713;45,758383;bars;Sous sa clef de voûte de 32 mètres, cette majestueuse coupole accueille l’un des plus impressionnants bars au monde : le Dôme, dont le nom rend directement hommage au lieu, signé Jacques-Germain Soufflot et décoré par Jean-Philippe Nuel.;Véritable carrefour où la clientèle lyonnaise côtoie des visiteurs venus des quatre coins de la planète, Le Dôme propose une carte originale, combinant saveurs locales et internationales.    Le Dôme a été élu Meilleur Bar au Monde aux prestigieux Prix Villegiature Awards 2020-2021.;[{'Téléphone': '+33 (0)4 26 99 30 20'}, {'Mél': 'ledome.lyon@ihg.com'}, {'Site web (URL)': 'http://lyon.intercontinental.com/le-bar/'}];Du 01/01 au 31/12  Ouverture le lundi et mardi de 18h à 0h. Le mercredi, jeudi, vendredi, samedi et dimanche de 15h à 0h. Du mercredi au dimanche : Tea Time de 15h à 18h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/6/177/16101638.jpg', 'taille': 2486498, 'hauteur': 2843, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/6/177/16101638-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/10/177/16101642.jpg', 'taille': 1021244, 'hauteur': 1257, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/10/177/16101642-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/11/177/16101643.jpg', 'taille': 3468232, 'hauteur': 2837, 'largeur': 3750, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/11/177/16101643-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/1/177/16101633.jpg', 'taille': 7852537, 'hauteur': 4511, 'largeur': 6704, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/1/177/16101633-fiche.jpg'}]
Bar de lHôtel Pilo;{'postalCode': '69001', 'streetAddress': '10 montée des Carmélites', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};30;4,827543;45,771649;bars;Pilo c’est un bistrot locavore, avec des produits locaux de saison. Le bar propose des bières de nos régions, des boissons bio et locales. Sans oublier les pâtisseries maison et le corner barista.;Le bar à cocktails ne manque pas d’idées pour vous ambiancer et la carte de vins natures et biodynamiques non plus.     Découvrez aussi la sélection de bières artisanales brassées juste à côté.     Et pour les puristes de la petite tasse, sachez que même le café est torréfié à Lyon par Placid Roasters.;[{'Téléphone': '04 28 01 86 00'}, {'Mél': 'hello@pilolyon.com'}, {'Site web (URL)': 'https://www.pilohotels.com/'}, {'Page facebook': 'https://www.facebook.com/Pilohotels/'}];Toute l'année de 7h à 0h.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/156/16096411.jpg', 'taille': 7964731, 'hauteur': 4004, 'largeur': 6005, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/155/156/16096411-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/156/156/16096412.jpg', 'taille': 8147309, 'hauteur': 6082, 'largeur': 4055, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/156/156/16096412-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/157/156/16096413.jpg', 'taille': 6662920, 'hauteur': 3958, 'largeur': 5936, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/157/156/16096413-fiche.jpg'}]
Fédération Française de lApéritif;{'postalCode': '69002', 'streetAddress': '35 quai Saint-Antoine', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};30;4,831745;45,761676;bars;La FFA, est une épicerie-bar spécialisée dans les produits artisanaux français pour l’apéro. Terrines, saucissons, tartinables de légumes, charcuteries et fromages à la coupe, vins, bières, spiritueux à emporter ou à déguster sur place !;La FFA est une épicerie et un bar réunis en un même lieu pour déguster des produits artisanaux et français pour l’apéritif, finement sélectionnés.    Du matin jusquau soir, l’établissement propose une restauration en continu de planches et assiettes à partager.  La FFA travaille directement avec les artisans producteurs lyonnais, mais aussi situés dans toute la France, pour choisir les meilleurs produits du terroir. Sélection de charcuteries et terrines lyonnaises, fromages des fermes environnantes, tartinables de légumes artisanaux, magret de canard fumé des Landes, Noir de Bigorre ou encore les rillettes de maquereaux de lIle dYeu.  Côté bar, en plus de la sélection de vins au verre et de bières à la pression, vous avez le choix entre plus de 100 références de vins bio, biodynamiques et natures de vignerons indépendants, plus de 50 bières artisanales locales et une large sélection de spiritueux et softs artisanaux.    En semaine, à lheure du déjeuner, dégustez les délicieux sandwichs maison fait minute, du traditionnel jambon beurre, en passant par le sandwich raclette avec son fromage fondu ou les créations comme le Lyonnais (cervelle de canut et rosette).  Prenez lapéro dans une ambiance chaleureuse avec les 25 places assises à lintérieur et presque autant en terrasse lété avec vue sur Fourvière et le Vieux-Lyon.  La FFA accueille les groupes et il est également possible de privatiser le lieu. Demandes par mail ou téléphone.;[{'Téléphone': '04 78 85 70 74'}, {'Mél': 'ffalyon@ffaperitif.fr'}, {'Site web (URL)': 'https://www.ffaperitif.com/'}, {'Page facebook': 'https://www.facebook.com/ffaperitif/'}];Toute l'année. Tous les jours  Ouverture le mardi et mercredi de 10h à 22h. Le jeudi, vendredi et samedi de 10h à 23h. Le dimanche de 10h à 14h. Fermé le lundi. Fermeture du 6 au 20 août 2023.;;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/51/92/16276531.jpg', 'taille': 1283327, 'hauteur': 3648, 'largeur': 5472, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/51/92/16276531-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/52/92/16276532.jpg', 'taille': 1664665, 'hauteur': 3629, 'largeur': 5443, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/52/92/16276532-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/92/16276533.jpg', 'taille': 1298731, 'hauteur': 3629, 'largeur': 5443, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/53/92/16276533-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/54/92/16276534.jpg', 'taille': 1092472, 'hauteur': 3629, 'largeur': 5443, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/54/92/16276534-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/55/92/16276535.jpg', 'taille': 1703564, 'hauteur': 3629, 'largeur': 5443, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/55/92/16276535-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/56/92/16276536.jpg', 'taille': 1558631, 'hauteur': 3627, 'largeur': 5441, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/56/92/16276536-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/57/92/16276537.jpg', 'taille': 1705619, 'hauteur': 3627, 'largeur': 5441, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/57/92/16276537-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/58/92/16276538.jpg', 'taille': 804806, 'hauteur': 3648, 'largeur': 5472, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/58/92/16276538-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/59/92/16276539.jpg', 'taille': 1510660, 'hauteur': 3629, 'largeur': 5443, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/59/92/16276539-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/60/92/16276540.jpg', 'taille': 1358670, 'hauteur': 5472, 'largeur': 3648, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/60/92/16276540-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/61/92/16276541.jpg', 'taille': 2957558, 'hauteur': 3629, 'largeur': 5443, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/61/92/16276541-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/129/180/16299137.jpeg', 'taille': 4048505, 'hauteur': 2184, 'largeur': 2184, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/129/180/16299137-fiche.jpg'}]
Jardin Guylaine Gouzou-Testud;{'name': 'entre la Grande rue de la Croix-Rousse et la rue du Mail', 'postalCode': '69004', 'streetAddress': rue d'Ivry, 'addressCountry': 'FR', 'addressLocality': 'Lyon 4ème'};90;4,83274;45,777259;loisirs;Jardin inauguré en 2005 où allait se ressourcer madame Gouzou-Testud et quelle a voulu créer avec un mûrier symbolisant le travail de la soie. Il prend son nom en mars 2012 pour rendre hommage à cette femme politique, militante des Droits de lHomme.;Née à Lyon en 1958, décédée le 21 janvier 2011, madame Gouzou-Testud a fait partie du mouvement féministe, des Verts de Lyon dès 1995 dont elle a été présidente en 1996 puis secrétaire départementale du parti écologiste. Adjointe au maire dès 2001, elle a été déléguée au développement durable, à léconomie sociale et solidaire. Elle a créé, entre autre, lautopartage, le label ville équitable et durable (en 2010), les épiceries solidaires et a développé les jardins partagés.;[{'Téléphone': '04 72 69 47 60'}];Ouvert tous les jours, 24H/24;;[{'url': 'https://patrimoine.auvergnerhonealpes.fr/img/8ee59e69-d880-45ff-bbd4-d8333076792a', 'taille': 29097, 'hauteur': 640, 'largeur': 446, 'urlFiche': 'http://static.apidae-tourisme.com/filestore/objets-touristiques/images-principales/171/200/51371-fiche.jpg'}]
Lyon Confluence - Le quartier;{'postalCode': '69002', 'streetAddress': 'Esplanade François Mitterand', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};90;4,819386;45,740875;loisirs;Et si vous alliez voir ce nouveau quartier dont on parle tant ? Bel exemple durbanisme contemporain où lenvironnement est préservé.;On a vu le quartier de la Confluence, recréé de toutes pièces, pousser comme un semis de champignons ! On a beaucoup lu et entendu à son sujet. Et si vous alliez voir sur place, pour vous faire une idée de ce projet urbanistique exceptionnel ?    Partez à la découverte dun quartier surgi ex nihilo (ou presque). Suivez le guide qui vous emmène explorer la Confluence dans les règles de lart pour comprendre comment a été pensé ce nouveau quartier prisé par les jeunes générations actives de Lyon.    Un modèle durbanisme contemporain, où laménagement a été imaginé dans sa globalité : habitat, commerces et services, espaces de loisirs, modes de transports doux et où lenvironnement est préservé.    Baladez-vous le long de bâtiments à larchitecture audacieuse, comme le Cube orange ou la Darse, et découvrez des lieux où la créativité et lesprit dentreprise sont à la fête ! Une certaine idée du futur.    Durée de la visite : 2h. Se présenter au rendez-vous 10 minutes avant le départ de la visite.;[{'Téléphone': '+33 (0)4 72 77 69 69'}, {'Mél': 'resa@lyon-france.com'}, {'Site web (URL)': 'https://boutique.visiterlyon.com/'}];Sur réservation.;Tarif réduit : 8 € (enfant de 8 à 18 ans et étudiants), Adulte : 13 €.   Gratuit pour les moins de 8 ans.  Gratuit avec la Lyon City Card.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/194/104/11167938.png', 'taille': 4680547, 'hauteur': 1333, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/194/104/11167938-fiche.png'}]
Les Murs Peints de la Croix-Rousse ont la parole;{'name': 'rue Denfert-Rochereau', 'postalCode': '69004', 'streetAddress': 'boulevard des Canuts', 'addressCountry': 'FR', 'addressLocality': 'Lyon 4ème'};90;4,828;45,778;loisirs;Une visite pour redécouvrir la Croix-Rousse autrement, en laissant parler les murs !;Laissez-vous conter lhistoire de la Croix-Rousse et de Lyon dune façon qui devrait vous étonner !    Un parcours inédit vous balade à la découverte des fresques murales et trompe-loeil : cest tout un monde dimages, de poésie et dart qui soffre à la vue de chacun.    Voici un éclairage différent sur ce quartier : celui des Canuts, bien sûr, mais aussi celui de la Route de la Soie, le mur peint végétalisé de l’Annonciade, qui fait voyager, celui en hommage au peintre Tony Tollet et celui qui clôture la visite, la fresque des Lyonnais célèbres.    Les thématiques sont variées et permettent d’évoquer aussi bien l’histoire que les hommes, les traditions et savoir-faire lyonnais, ainsi que des aspects sociaux, sans oublier les techniques de fabrication des murs peints… Une vraie spécificité lyonnaise.    Incroyable tout ce qu’on peut apprendre sans en avoir l’air, en regardant les murs peints qui jalonnent cette jolie balade commentée en pente douce.    Durée de la visite : 2 heures. Se présenter au rendez-vous 10 minutes avant le départ de la visite.;[{'Téléphone': '+33 (0)4 72 77 69 69'}, {'Mél': 'resa@lyon-france.com'}, {'Site web (URL)': 'https://boutique.visiterlyon.com/'}];Sur réservation.;Tarif réduit : 8 € (enfant de 8 à 18 ans et étudiants), Adulte : 13 €.   Gratuit pour les moins de 8 ans.  Gratuit avec la Lyon City Card.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/192/104/11167936.png', 'taille': 7469579, 'hauteur': 1721, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/192/104/11167936-fiche.png'}]
Flics et Voyous Lyonnais;{'postalCode': '69002', 'streetAddress': 'Place Bellecour', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};90;4,832487;45,758399;loisirs;Pour les amoureux de polars ! Il est bien connu des amateurs de polar que les grands voyous font les grands policiers. Selon ce principe, la visite évoque les grandes figures de la police et de la justice face à quelques pointures du banditisme.;Un banditisme ardemment combattu par le Juge Renaud et le commissaire Javilliey dans les années 70 et plus récemment par le commissaire Michel Neyret. Trois destins hélas brisés ! Des figures quon retrouve aux côtés du commissaire Richard dans les affaires Mérieux et Marin-Laflèche, toutes deux non élucidées à ce jour.    Siège dune branche dAction Directe, Lyon a connu dans les années 80, des braquages parmi les plus violents de France avec Max Frérot, traqué par la BRI de Michel Neyret...    Le parcours permet dévoquer autant les anciennes affaires lyonnaises que lactualité du crime organisé. Elle permet aussi de rendre justice à ces figures de policiers et magistrats aux destins marqués par le drame.    Durée de la visite : 2 heures. Se présenter au rendez-vous 10 minutes avant le départ de la visite.;[{'Téléphone': '+33 (0)4 72 77 69 69'}, {'Mél': 'resa@lyon-france.com'}, {'Site web (URL)': 'https://boutique.visiterlyon.com/'}];Sur réservation.;Tarif réduit : 8 € (enfant de 8 à 18 ans et étudiants), Adulte : 13 €.   Gratuit pour les moins de 8 ans.  Gratuit avec la Lyon City Card.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/160/104/11167904.jpg', 'taille': 2835138, 'hauteur': 3099, 'largeur': 2048, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/160/104/11167904-fiche.jpg'}]
Visite pour les enfants : Enigmes en Presqu’île;{'postalCode': '69002', 'streetAddress': 'Place Bellecour', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};90;4,832487;45,758399;loisirs;La Presquîle de Lyon est un lieu riche dhistoire quadoreront explorer petits et grands...;À la découverte des places et monuments emblématiques de la Presquîle, parents et enfants se transforment en véritables enquêteurs de lhistoire et doivent résoudre énigmes et jeux au cours dun parcours ludique, à la recherche d’indices sur l’histoire des lieux !    Que représentent les statues de la Place Bellecour ? Qu’est ce qu’une « argue » qui a laissé son nom à un passage ?  Connaissez-vous les personnages de la fontaine des Jacobins ?  Autant de questions auxquelles vous devrez tenter de répondre, tout en vous laissant guider dans la Presquîle à travers les âges, votre livret dénigmes en main...    Pour curieux uniquement !    Durée de la visite : 1 heure 30. Se présenter au rendez-vous 10 minutes avant le départ de la visite.;[{'Téléphone': '+33 (0)4 72 77 69 69'}, {'Mél': 'resa@lyon-france.com'}, {'Site web (URL)': 'https://boutique.visiterlyon.com/'}];Pendant les vacances scolaires uniquement. Sur réservation.    Annulé ou fermé en raison du Covid-19.;Adulte : 15 €, Enfant : 10 €.   Gratuit avec la Lyon City Card.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/158/104/11167902.png', 'taille': 5151432, 'hauteur': 1328, 'largeur': 2000, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/158/104/11167902-fiche.png'}]
Atelier dimpression Brochier Soieries;{'postalCode': '69001', 'streetAddress': '33 rue Romarin', 'addressCountry': 'FR', 'addressLocality': 'Lyon 1er'};90;4,834257;45,768077;loisirs;Découvrez un atelier familial et ses techniques d’impression et de coloration de soieries : mise en couleurs de carrés de soie, tradition des maisons de soierie lyonnaises, fabrication & vente darticles (carrés, écharpes, étoles, cravates ...).;À Lyon, ville de la soie depuis le XVIe siècle, l’Atelier de Soierie est spécialisé dans l’impression et la coloration de soieries et utilise à cette fin plusieurs techniques traditionnelles : l’impression au cadre ou impression à la Lyonnaise (pochoirs), l’impression à la planche (indiennes),  le peint main sur la panne de velours, tissus très local, fait de mousseline de soie et de motifs en velours façonné, toujours tissé et peint à la main, à Lyon uniquement !    Créée en 1890, cette entreprise familiale, est dirigée par Gérard Genet, 4ème génération d’imprimeurs sur soie. Il perpétue la tradition familiale avec le souhait de faire vivre ce savoir-faire.    Site de production privé reconnu, il est néanmoins ouvert au public afin de transmettre ce patrimoine. Il accueille des visiteurs du monde entier, individuels ou groupes, qui découvrent les techniques traditionnelles de mise en teinte avec les décoratrices sur tissus et les imprimeurs.    Spécialisé dans la reproduction d’art, l’Atelier de Soierie imprime des carrés et des foulards pour des musées et des fondations d’art du monde entier.    Avec plus de 3000 cadres, 8000 planches d’impression, l’Atelier de Soierie réalise deux collections par an d’une grande variété de motifs & couleurs,  créés par des artistes ou la maison. Les techniques utilisées permettent de créer des séries limitées et des pièces uniques, que l’on découvre dans la boutique au deuxième étage : un large choix d’articles (étoles, écharpes, carrés, cravates…), imprimés ou peints à la main à l’Atelier. Leur réalisation requiert de nombreux savoir-faire, impliquant 7 entreprises de la région ! Ils méritent le label made in France !;[{'Téléphone': '04 72 07 97 83'}, {'Tripadvisor': 'https://www.tripadvisor.com/Attraction_Review-g187265-d4116340-Reviews-L_Atelier_de_Soierie-Lyon_Rhone_Auvergne_Rhone_Alpes.html'}, {'Mél': 'contact@atelierdesoierie.com'}, {'Site web (URL)': 'https://www.brochiersoieries.com/latelier/'}, {'Page facebook': 'https://www.facebook.com/atelierdesoieriebrochier'}];Du 01/01 au 31/12. Fermé le dimanche. Fermetures exceptionnelles les 1er janvier, Lundi de Pâques, Jeudi de l'Ascension, Lundi de Pentecôte, 1er mai, 8 mai, 14 juillet, 15 août, 1er novembre, 11 novembre et 25 décembre. L’atelier d'impression et la boutique de soierie sont  ouverts au public du lundi au vendredi de 9h30 à 13h et de 14h à 18h30, le samedi de 9h à 13h et de 14h à 18h.;Gratuit. Tarif groupe à partir de 10 personnes : 6 €/pers.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/189/68/19940541.jpeg', 'taille': 1671082, 'hauteur': 3264, 'largeur': 4912, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/189/68/19940541-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/65/235/17951553.jpeg', 'taille': 1874353, 'hauteur': 4912, 'largeur': 3264, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/65/235/17951553-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/163/190/15777443.jpg', 'taille': 4888631, 'hauteur': 4272, 'largeur': 2848, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/163/190/15777443-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/67/235/17951555.jpeg', 'taille': 1826787, 'hauteur': 4912, 'largeur': 3264, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/67/235/17951555-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/71/235/17951559.jpeg', 'taille': 2074188, 'hauteur': 3264, 'largeur': 4912, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/71/235/17951559-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/164/190/15777444.jpg', 'taille': 4293161, 'hauteur': 2848, 'largeur': 4272, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/164/190/15777444-fiche.jpg'}]
Crus du Beaujolais & Châteaux - Kanpai Tourisme;{'name': Devant l'Office du Tourisme, 'postalCode': '69002', 'streetAddress': 'Place Bellecour', 'addressCountry': 'FR', 'addressLocality': 'Lyon 2ème'};90;4,833019;45,757112;loisirs;Fleurie, Brouilly, Morgon, Moulin-à-Vent, Moulin à Vent, Juliénas, St Amour… Bienvenue dans la région des Crus du Beaujolais où le cépage Gamay est roi. Demi-journée de 13h30 à 18h30.;EN ROUTE POUR LES CRUS DU BEAUJOLAIS    Parcourez la célèbre route des vins et découvrez au fil des courbes de splendides paysages et Châteaux. Dégustez plusieurs crus dans un domaine familial puis dans la magnifique cave du Château de La Chaize.    Après un court trajet direction Nord de Lyon, empruntez la célèbre route des vins des Crus du Beaujolais. Traversez plusieurs petits villages pittoresques entourés de vignobles et en chemin, admirez les châteaux de Pizay et Corcelles, deux monuments historiques aux architectures très différentes.    FLEURIE    Montez à la Madone de Fleurie pour une vue imprenable sur la vallée de la Saône. Par temps clair et avec un peu de chance, vous apercevrez les Alpes et le Mont Blanc ! Avec votre guide, apprenez sur le «terroir», les appellations et les différentes caractéristiques des Crus du Beaujolais.    Poussez la porte dun domaine familial : visitez la vigne et apprenez les différentes étapes de la vinification beaujolais, processus unique appelé macération semi-carbonique. Enfin, dégustez plusieurs crus en compagnie du vigneron dans le cadre convivial de son caveau.    CHIROUBLES ET VILLIE-MORGON     Reprenez la route des vins et passez Chiroubles puis Villié-Morgon avant de contourner le Mont Brouilly, un volcan endormi dune beauté frappante aujourdhui recouvert de vignes séculaires.     BROUILLY ET CHATEAU DE LA CHAIZE     Terminez cette escapade œnologique au Château de La Chaize par une dégustation dans lune de plus belle cave de France (108 m de long !). Dans ce cadre exceptionnel, prenez votre temps pour dégustez le Brouilly, ce nectar à la robe rubis profond, aux arômes de fruits rouges et de prune et au corps vineux.;[{'Téléphone': '06 84 52 14 99'}, {'Mél': 'kanpai.tours@gmail.com'}, {'Mél': 'resa@lyon-france.com'}, {'Site web (URL)': 'http://www.kanpai-tourisme.com'}, {'Fax': '04 78 70 97 66'}];Du 2 jan. au 31 déc. de 13h30 à 18h sauf le 25 déc.  Un circuit peut aussi avoir lieu le matin entre 8h30 et 13h.;Adulte : à partir de 89 € Enfant (3-12 ans) : à partir de 65 €.   Réservez dès maintenant avec Lyon Tourisme & Congrès, paiement immédiat et sécurisé en carte bancaire Visa et Master Card.;[{'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/175/38/1451695.jpg', 'taille': 274810, 'hauteur': 857, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/175/38/1451695-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/38/1451696.jpg', 'taille': 109019, 'hauteur': 960, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/176/38/1451696-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/177/38/1451697.jpg', 'taille': 221485, 'hauteur': 857, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/177/38/1451697-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/178/38/1451698.jpg', 'taille': 356629, 'hauteur': 857, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/178/38/1451698-fiche.jpg'}, {'url': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/179/38/1451699.jpg', 'taille': 195704, 'hauteur': 960, 'largeur': 1280, 'urlFiche': 'https://static.apidae-tourisme.com/filestore/objets-touristiques/images/179/38/1451699-fiche.jpg'}]
